activation_gain_vs_q_only,activation_reconstruction_error,bits,budget_feasible,candidate_kind,candidate_memory_ratio,filter_pass,filter_rho_threshold,hessian_gain_vs_q_only,layer,layer_family,layer_parameter_count,layer_short,lowrank_memory_ratio,lowrank_projection_error,lowrank_rank,normalized_hessian_cost,positive_conditional_rho,predicted_hessian_cost,q_memory_ratio,q_method,q_residual_norm,r_method,residual_effective_rank,residual_memory_ratio,residual_stable_rank,rho_q_error_l_res,rho_q_error_s_res,rho_q_plus_l_error_s_res,rho_q_plus_s_error_l_res,rho_s_res_l_res,s_method,selected_by_fixed_kind,selected_by_greedy,selected_nominal_bits,selected_nominal_keep_fraction,selected_nominal_rank_fraction,selected_order,selected_predicted_hessian_cost,selected_q_method,selected_r_method,selected_s_method,selection_family,selector_score,sparse_keep_fraction,sparse_projection_error,stack_order,stack_residual_error,strategy,target_memory_ratio,token_risk_p95,unused_memory_ratio,weight_error,worst_token_risk
0.0032701137837232276,0.0013831358426964748,4,True,q_s,0.2579994201660156,True,0.3,0.003270105060669151,gpt_neox.layers.0.mlp.dense_h_to_4h,mlp,1048576,L0:dense_h_to_4h,0.0,1.0,0,0.0013831808991680338,0.0,2.089667558670044,0.25,rtn,4.224691390991211,,446.7555847167969,0.007999420166015625,219.92414573529294,0.0,-0.8383236004397786,-0.8383236004397786,0.0,0.0,wanda,True,False,,,,,,,,,residual_stack_validate,0.011046338490113262,0.007999420166015625,0.9932436550629696,q+s_res,0.9932436550629696,residual_q_s_same_budget,0.258,0.01877313293516636,5.798339843821054e-07,0.13158229202920493,0.01961411163210869
0.004338700101589668,0.033668111087341794,4,True,q_s,0.2579994201660156,True,0.3,0.00433866924951249,gpt_neox.layers.3.attention.dense,attention,262144,L3:dense,0.0,1.0,0,0.03366819922690478,0.0,0.3323090076446533,0.25,rtn,3.9296698570251465,,294.488037109375,0.007999420166015625,97.41414476012541,0.0,-0.3378932281255235,-0.3378932281255235,0.0,0.0,wanda,True,False,,,,,,,,,residual_stack_validate,0.06528444563904351,0.007999420166015625,0.9863981997581638,q+s_res,0.9863981997581638,residual_q_s_same_budget,0.258,0.049765389412641525,5.798339843821054e-07,0.20831591178888195,0.08029405027627945
0.0037826816853986523,0.009292420403349128,4,True,q_s_l,0.257904052734375,True,0.3,0.003782669054837177,gpt_neox.layers.0.attention.dense,attention,262144,L0:dense,0.00390625,0.9980269294781962,1,0.009292485200223,0.0,0.06461726129055023,0.25,rtn,1.574195146560669,whitened_svd,254.2292938232422,0.007904052734375,20.482646364185445,-0.3981105883661577,-0.3424479644403698,-0.3949191291861883,-0.4415254856002985,-0.04749421537250373,wanda,True,False,,,,,,,,,residual_stack_validate,0.017999225701152345,0.003997802734375,0.9649688541863399,q+s_res+l_res,0.9628150229915157,residual_q_s_l_same_budget,0.258,0.013696616515517235,9.59472656250071e-05,0.14095617423168388,0.0177938099950552
0.00315233626080756,0.007548605000620217,4,True,q_s_l,0.2568826675415039,True,0.3,0.0031523282276211158,gpt_neox.layers.0.mlp.dense_4h_to_h,mlp,1048576,L0:dense_4h_to_h,0.0048828125,0.9970178097561625,2,0.007548680764409664,0.01966863368276091,0.09924186766147614,0.25,rtn,3.4768357276916504,whitened_svd,386.36346435546875,0.006882667541503906,45.36590190643178,-0.4598023462177794,-0.29740596558444504,-0.32484654758565445,-0.47572022366517397,0.01966863368276091,wanda,True,False,,,,,,,,,residual_stack_validate,0.014696116794436855,0.0019998550415039062,0.9930731227369908,q+s_res+l_res,0.9900732405461573,residual_q_s_l_same_budget,0.258,0.011275551281869411,0.0011173324584961009,0.16849558399970124,0.012567097321152687
0.003242133041844145,0.0014111165845755575,4,True,q_s_l,0.2568826675415039,True,0.3,0.003242124715805887,gpt_neox.layers.0.mlp.dense_h_to_4h,mlp,1048576,L0:dense_h_to_4h,0.0048828125,0.997672526078408,2,0.0014111612440312975,0.0,2.13193941116333,0.25,rtn,4.224691390991211,whitened_svd,446.7555847167969,0.006882667541503906,219.92414573529294,-0.8263494620588102,-0.11429222729061317,-0.20928076232246132,-0.8323038199111505,-0.004304704007485864,magnitude,True,False,,,,,,,,,residual_stack_validate,0.011049809367417975,0.0019998550415039062,0.9940959297141477,q+s_res+l_res,0.9917523155097959,residual_q_s_l_same_budget,0.258,0.01871292106807232,0.0011173324584961009,0.13138512703042118,0.019576560705900192
0.008807723805007366,0.029199087383924096,4,True,q_s_l,0.257904052734375,True,0.3,0.008807654953840578,gpt_neox.layers.3.attention.dense,attention,262144,L3:dense,0.00390625,0.9979164833884735,1,0.029199213522576695,0.0,0.28819960355758667,0.25,rtn,3.9296698570251465,whitened_svd,294.488037109375,0.007904052734375,97.41414476012541,-0.40356525547127015,-0.2545340299643327,-0.2869525194443503,-0.4227180894544527,-0.019639972744716065,wanda,True,False,,,,,,,,,residual_stack_validate,0.05728246150926635,0.003997802734375,0.9928462350058215,q+s_res+l_res,0.9907158194006515,residual_q_s_l_same_budget,0.258,0.044487062841653824,9.59472656250071e-05,0.20922783290201022,0.07551807165145874
0.0037826816853986523,0.009292420403349128,4,True,q_s_l,0.257904052734375,True,0.3,0.003782669054837177,gpt_neox.layers.0.attention.dense,attention,262144,L0:dense,0.00390625,0.9980269294781962,1,0.009292485200223,0.0,0.06461726129055023,0.25,rtn,1.574195146560669,whitened_svd,254.2292938232422,0.007904052734375,20.482646364185445,-0.3981105883661577,-0.3424479644403698,-0.3949191291861883,-0.4415254856002985,-0.04749421537250373,wanda,True,True,,,,,,,,,residual_stack_validate,0.017999225701152345,0.003997802734375,0.9649688541863399,q+s_res+l_res,0.9628150229915157,residual_stack_selector,0.258,0.013696616515517235,9.59472656250071e-05,0.14095617423168388,0.0177938099950552
0.00315233626080756,0.007548605000620217,4,True,q_s_l,0.2568826675415039,True,0.3,0.0031523282276211158,gpt_neox.layers.0.mlp.dense_4h_to_h,mlp,1048576,L0:dense_4h_to_h,0.0048828125,0.9970178097561625,2,0.007548680764409664,0.01966863368276091,0.09924186766147614,0.25,rtn,3.4768357276916504,whitened_svd,386.36346435546875,0.006882667541503906,45.36590190643178,-0.4598023462177794,-0.29740596558444504,-0.32484654758565445,-0.47572022366517397,0.01966863368276091,wanda,True,True,,,,,,,,,residual_stack_validate,0.014696116794436855,0.0019998550415039062,0.9930731227369908,q+s_res+l_res,0.9900732405461573,residual_stack_selector,0.258,0.011275551281869411,0.0011173324584961009,0.16849558399970124,0.012567097321152687
0.0032701137837232276,0.0013831358426964748,4,True,q_s,0.2579994201660156,True,0.3,0.003270105060669151,gpt_neox.layers.0.mlp.dense_h_to_4h,mlp,1048576,L0:dense_h_to_4h,0.0,1.0,0,0.0013831808991680338,0.0,2.089667558670044,0.25,rtn,4.224691390991211,,446.7555847167969,0.007999420166015625,219.92414573529294,0.0,-0.8383236004397786,-0.8383236004397786,0.0,0.0,wanda,True,True,,,,,,,,,residual_stack_validate,0.011046338490113262,0.007999420166015625,0.9932436550629696,q+s_res,0.9932436550629696,residual_stack_selector,0.258,0.01877313293516636,5.798339843821054e-07,0.13158229202920493,0.01961411163210869
0.011234905398127326,0.026771905790804136,4,True,q_l,0.2578125,True,0.3,0.011234815909188851,gpt_neox.layers.3.attention.dense,attention,262144,L3:dense,0.0078125,0.9958244727806856,2,0.02677205256722842,0.0,0.2642432451248169,0.25,rtn,3.9296698570251465,whitened_svd,294.488037109375,0.0078125,97.41414476012541,-0.5436891546795042,0.0,0.0,-0.5436891546795042,0.0,,True,True,,,,,,,,,residual_stack_validate,0.054238283510251104,0.0,1.0,q+l_res,0.9958244727806856,residual_stack_selector,0.258,0.044223934412002563,0.0001875000000000071,0.21030640118880964,0.07714135944843292
,,,,,,,,,gpt_neox.layers.0.attention.dense,attention,,L0:dense,,,,,,,,,,,,,,,,,,,,,,4,0.79,1.0,qr,0.09092085063457489,rtn,svd,,hessian_guided_spq,,,,,,hessian_guided_spq_no_lora_matched_budget,,,,,
,,,,,,,,,gpt_neox.layers.0.mlp.dense_4h_to_h,mlp,,L0:dense_4h_to_h,,,,,,,,,,,,,,,,,,,,,,4,0.79,1.0,qs,0.14068526029586792,rtn,,magnitude,hessian_guided_spq,,,,,,hessian_guided_spq_no_lora_matched_budget,,,,,
,,,,,,,,,gpt_neox.layers.0.mlp.dense_h_to_4h,mlp,,L0:dense_h_to_4h,,,,,,,,,,,,,,,,,,,,,,4,0.79,1.0,sq,7.142402648925781,rtn,,wanda,hessian_guided_spq,,,,,,hessian_guided_spq_no_lora_matched_budget,,,,,
,,,,,,,,,gpt_neox.layers.3.attention.dense,attention,,L3:dense,,,,,,,,,,,,,,,,,,,,,,4,0.79,1.0,qr,0.37513217329978943,rtn,svd,,hessian_guided_spq,,,,,,hessian_guided_spq_no_lora_matched_budget,,,,,
